restaurant_id,restaurant_name,dish_name,dish_desc,price,num_purchases,num_likes,num_dislikes,restaurant_district,restaurant_city,restaurant_rating,num_ratings,restaurant_type,city_id,Latitude,Longitude,avg_price,uuid
13598,Mướp Fruit - Trái Cây Cắt Sẵn - Điện Biên Phủ,Sinh Tố Xoài (500ml),sinh tố thơm ngon sánh mịn mát lạnh,35000,13,0,0,Quận 3,Hồ Chí Minh,4.9,872,Sinh tố/Nước ép/Sữa,189,10.771220207214355,106.67749786376952,36000,5848b4fe-9891-47c6-8200-7dcbd37a9e49
25585,Rarities Coffee Brewery - Hòa Hưng,Cold Brew Fresh Peach,"Cà phê ủ lạnh Đào tươi. Sản phẩm có Độ ngọt nhất định, không thể làm KHÔNG NGỌT.",55000,2,0,0,Quận 10,Hồ Chí Minh,5.0,29,Cà Phê/Trà,189,10.780110359191896,106.67637634277344,55000,df069e06-119c-46a6-ada7-7dc2ff083f52
6608,Sinh Tố Tao Đàn - Nguyễn Hữu Cảnh,Đậu Nành,,28000,15,0,0,Quận Bình Thạnh,Hồ Chí Minh,4.8,224,Sinh tố/Nước ép/Sữa,189,10.788869857788086,106.70982360839844,45000,6f41be31-66b4-47ce-bf4e-ad6bce8a08b3
27450,K&C - Nước Ép Tại Chỗ - Nguyễn Thượng Hiền,"ÉP BƯỞI NƯỚC/ Chai nguyên chất, không đường không đá",,35000,155,0,0,Quận 3,Hồ Chí Minh,4.9,143,Sinh tố/Nước ép/Sữa,189,10.77260971069336,106.6849136352539,30000,d237cd5f-dd37-465c-aa4d-40a17281d4b7
25555,Nâu Đá Cà Phê - Cống Quỳnh,Xương rồng lên men,,50000,0,0,0,Quận 1,Hồ Chí Minh,4.5,17,Cà Phê/Trà,189,10.763469696044922,106.69065856933594,55000,66bd2f5d-42b0-46f5-8786-d3a1d4a675c1
21986,Cô Mười - Nước Mía Sầu Riêng - Trần Xuân Soạn,Nước Mía Sầu Riêng Mứt Chuối Đậu Phộng Và Thạch Ly Khủng,,25000,5,0,0,Quận 7,Hồ Chí Minh,4.7,60,Sinh tố/Nước ép/Sữa,189,10.75154972076416,106.69499969482422,20000,9c596979-30da-479b-8960-4de0cfe3429f
4210,Sinh Tố Pé Trâm - Lý Chính Thắng,Yaourt dâu,,40000,8,2,0,Quận 3,Hồ Chí Minh,5.0,78,Sinh tố/Nước ép/Sữa,189,10.790849685668944,106.68566131591795,35000,515f830f-9ebc-4be9-a22d-5a7d66a51fda
9340,Th'not - Thốt Nốt Sốt Trái Cây,Mứt Cóc Muối Ớt,"Chua chua ngọt ngọt cay cay. Món này thì khi rim lên rồi sấy khô, bề mặt ngoài của miếng cóc có một lớp mỏng của đường cát trắng và ớt khô, it muối mặn nhẹ. 
Hủ pet 300g",75000,1,0,0,Quận 3,Hồ Chí Minh,4.8,99,Sinh tố/Nước ép/Sữa,189,10.77468967437744,106.6823272705078,55000,106f93e6-27f1-4700-b097-a74f6b5ecf8e
4312,Mtea & Coffee - Trần Quốc Toản,Bánh tart nhân phô mai,Vui lòng đặt bánh trước 15 phút,16000,0,0,0,Quận 3,Hồ Chí Minh,5.0,8,Cà Phê/Trà,189,10.789549827575684,106.68948364257812,40000,0b8d37b9-1076-42a9-83cb-6a36a4a9ecf7
30541,Nước Ép 100 Vị - Nguyễn Đình Chiểu,Thơm - Củ Dền,,36000,41,0,0,Quận 3,Hồ Chí Minh,4.9,1061,Sinh tố/Nước ép/Sữa,189,10.769889831542969,106.68174743652344,36000,a10dc99a-1777-47a8-8fae-9978b4ece064
12261,Lê Minh TakeAway - Phan Văn Hân,Dừa ly lớn,Nạo cơm và đá đường ,37000,26,0,0,Bình Thạnh,Hồ Chí Minh,4.7,29,Sinh tố/Nước ép/Sữa,189,10.792539596557615,106.70796966552734,27000,c1b66d0e-e1d7-428e-b151-60e8584180d2
12261,Lê Minh TakeAway - Phan Văn Hân,Rau má nguyên chất - Ly lớn,,20000,8,0,0,Bình Thạnh,Hồ Chí Minh,4.7,29,Sinh tố/Nước ép/Sữa,189,10.792539596557615,106.70796966552734,27000,3cba620d-a6a6-4d79-8a42-01b95520ab1c
84,Sinh Tố Nước Ép Minh Long - Nguyễn Trãi,Trà Bí Đao Hạt Chia,,20000,19,0,0,Quận 1,Hồ Chí Minh,4.9,92,Sinh tố/Nước ép/Sữa,189,10.763520240783691,106.68594360351562,30000,5b4493e9-433c-43b1-8bbd-afe59df72ff0
8689, Rau Má Mix - 540 Nguyễn Thị Minh Khai,Sữa khoai môn cốt dừa,"Sữa khoai môn sánh dẻo, thơm bùi + Nước cốt dừa thơm béo",24000,48,1,0,Quận 3,Hồ Chí Minh,4.9,334,Sinh tố/Nước ép/Sữa,189,10.766409873962402,106.68213653564452,31000,7d09dd27-cf59-4a6c-86c9-2b660d7f3e19
15799,Nước Mía & Trà Tắc 116 - Rạch Bùng Binh,Dưa lưới sữa,,20000,12,0,0,Quận 3,Hồ Chí Minh,4.9,136,Sinh tố/Nước ép/Sữa,189,10.78300952911377,106.68031311035156,20000,6b996533-a24a-4b97-948c-c61172649789
14668,Chị Tư - Trà Đào & Trà Tắc - Tôn Đức Thắng,Trà đào tắc Cozy - size đại,,26000,1,0,0,Quận 1,Hồ Chí Minh,4.5,12,Cà Phê/Trà,189,10.783269882202148,106.70630645751952,24000,0c0a44d8-890f-464e-afc2-bffcf3def090
27790,Su Nguyễn Food and Drink - Trần Hưng Đạo,Đậu phọng Rang  Tỏi ,1 hủ  250gr ,65000,0,0,0,Quận 1,Hồ Chí Minh,4.7,20,Sinh tố/Nước ép/Sữa,189,10.757980346679688,106.68768310546876,69000,9aafc3c0-b08a-41fa-aab1-12fa155f5f46
542,Nước Ép Số 2 - Nguyễn Thượng Hiền,Trà dâu tằm Đà Lạt,Ly 1000ml có đường + có đá riêng,35000,0,0,0,Quận 3,Thành Phố Hồ Chí Minh,5.0,5,Sinh tố/Nước ép/Sữa,189,10.770560264587402,106.68636322021484,35000,70f7a4d2-ae80-4147-bfee-f6a9a3fa90e9
10005,123 Juicy - Nước Ép Trái Cây Tươi - Nam Kỳ Khởi Nghĩa,Nước ép dền táo thơm chanh dây 330ml,"Dền, Táo, Thơm, Chanh dây ép chậm. Không đường, không đá",54000,20,0,0,Quận 3,Hồ Chí Minh,4.9,215,Sinh tố/Nước ép/Sữa,189,10.788979530334473,106.68473052978516,54000,c979965d-f981-499f-a8d2-fc28197bb01b
27064,Ghé Xíu Đã - Juice & Smoothie,Lê - Táo ,(pear mix apple),35000,0,0,0,Quận 1,Hồ Chí Minh,0.0,0,Sinh tố/Nước ép/Sữa,189,10.764430046081545,106.68795776367188,35000,28c982b5-09c6-464f-8c0a-44adea437ed8
4283,The Coffee Factory - Trương Định,CAFE MOCHA,,42000,3,0,0,Quận 3,Hồ Chí Minh,5.0,32,Cà Phê/Trà,189,10.778249740600586,106.68907165527344,42000,24aa36f2-3d42-4765-9136-a1305f320dc6
10980,Nina - Sinh Tố Bùi Viện - Bùi Viện,TÁO  +ỔI,,40000,1,0,0,Quận 1,Hồ Chí Minh,4.7,69,Sinh tố/Nước ép/Sữa,189,10.767149925231934,106.6929168701172,40000,d78aa831-eca6-4895-b32a-36e3b8a7e388
15398,Juice Me - Sinh Tố Nước Ép Trái Cây - Cống Quỳnh,Enery Boost,"Nước ép Táo Thơm Cà rốt Bạc hà ( không đường ,không đá)",52000,121,0,0,Quận 1,Hồ Chí Minh,4.8,560,Sinh tố/Nước ép/Sữa,189,10.765609741210938,106.68982696533205,49000,2897cfad-56e7-420d-bbe5-84e926ae83c3
4312,Mtea & Coffee - Trần Quốc Toản,Ô long trà sữa kem cheese,Chưa bao gồm topping.,39000,3,0,0,Quận 3,Hồ Chí Minh,5.0,8,Cà Phê/Trà,189,10.789549827575684,106.68948364257812,40000,95423de1-843c-4f5d-8c20-3be4660ebb7f
7631, Nước ép Mi Mi - Hùng Vương,rau má đậu xanh,,25000,52,0,0,Quận 10,Hồ Chí Minh,4.9,152,Sinh tố/Nước ép/Sữa,189,10.764010429382324,106.67684936523438,27000,7a4017f8-a769-42f5-bb5a-2fa9776f1b15
542,Nước Ép Số 2 - Nguyễn Thượng Hiền,Sapo miền Tây gọt sẵn,1 hộp 500gr gọt sẳn,40000,0,0,0,Quận 3,Thành Phố Hồ Chí Minh,5.0,5,Sinh tố/Nước ép/Sữa,189,10.770560264587402,106.68636322021484,35000,f9176f57-2e3a-4102-bb2a-f43f20c51631
499,Miki - Nước Ép & Trà Sữa - Trường Sa,Nước ép cần - táo - cam - dền,,45000,2,0,0,Quận 3,Hồ Chí Minh,4.6,11,Sinh tố/Nước ép/Sữa,189,10.785269737243652,106.68052673339844,40000,a77f4fce-9399-4197-a8c4-669c1d3a63c1
13853,Núp Coffee & Tea - Trường Sa,Cà Phê Kem Muối - Ly 700ml,,39000,23,0,0,Quận 3,Thành phố Hồ Chí Minh,4.9,2699,Cà Phê/Trà,189,10.785189628601074,106.68038177490234,39000,02878608-d465-46ea-a84e-a84a6c7a652d
3130,Cà Phê Đá - Phạm Đình Toái,Yaourt Việt Quốc 500ml,,42000,1,0,0,Quận 3,Hồ Chí Minh,4.9,10,Cà Phê/Trà,189,10.775890350341797,106.6861572265625,40000,2166cd4e-0fbf-46de-a284-305cc4583ccb
4283,The Coffee Factory - Trương Định,BẠC XỈU,,39000,28,0,0,Quận 3,Hồ Chí Minh,5.0,32,Cà Phê/Trà,189,10.778249740600586,106.68907165527344,42000,417ecc3f-3e6a-4ede-9c10-c8f93b2368c1
28562,Thức Coffee - Cống Quỳnh,Chocolate IB,Thức uống không thể điều chỉnh độ ngọt về 0%,59000,0,0,0,Quận 1,TP.HCM,4.6,20,Cà Phê/Trà,189,10.763879776000977,106.69049835205078,55000,a247ecaf-726e-4412-b0be-d87f9e2c97fb
6621,Sinh Tố Tao Đàn - Võ Văn Tần,Sữa Chua Chanh Dây,Đá Riêng,38000,29,0,0,quận 3,Hồ Chí Minh,4.9,773,Sinh tố/Nước ép/Sữa,189,10.772480010986328,106.686767578125,45000,7cda7020-9189-41b1-b31e-5d8690dd70a1
499,Miki - Nước Ép & Trà Sữa - Trường Sa,Cần - táo - cam,Celery with orange juice and apple,45000,0,0,0,Quận 3,Hồ Chí Minh,4.6,11,Sinh tố/Nước ép/Sữa,189,10.785269737243652,106.68052673339844,40000,f0744fb5-9f16-4c49-b667-eb446e827dff
28349,Ka Coffee - Pasteur,Combo Truyền Thống,"Trọn bộ hương vị cà phê truyền thống với Đen Ka, Nâu Ka và Pạc Sỉu",200000,2,0,0,Quận 3,Hồ Chí Minh,4.9,71,Cà Phê/Trà,189,10.785599708557127,106.69175720214844,65000,9c091a10-030d-4c18-9ff3-c6d3c65a545d
542,Nước Ép Số 2 - Nguyễn Thượng Hiền,Trà nhiệt đới,1000ml,35000,0,0,0,Quận 3,Thành Phố Hồ Chí Minh,5.0,5,Sinh tố/Nước ép/Sữa,189,10.770560264587402,106.68636322021484,35000,88e28188-1a6c-40ef-8f11-ebd2f8cf4e00
84,Sinh Tố Nước Ép Minh Long - Nguyễn Trãi,Sâm Dứa Sữa,,20000,1,0,0,Quận 1,Hồ Chí Minh,4.9,92,Sinh tố/Nước ép/Sữa,189,10.763520240783691,106.68594360351562,30000,d71a89fe-1f9e-4daf-bbbd-21c5818c7340
3130,Cà Phê Đá - Phạm Đình Toái,Trà Đào 700ml,,29000,2,0,0,Quận 3,Hồ Chí Minh,4.9,10,Cà Phê/Trà,189,10.775890350341797,106.6861572265625,40000,7ca9a56f-1cde-4b72-a972-1e59bc2fb555
4210,Sinh Tố Pé Trâm - Lý Chính Thắng,Sinh tố thập cẩm,,40000,2,0,0,Quận 3,Hồ Chí Minh,5.0,78,Sinh tố/Nước ép/Sữa,189,10.790849685668944,106.68566131591795,35000,a3418129-69b7-4c49-89b2-1b0ff36f0879
84,Sinh Tố Nước Ép Minh Long - Nguyễn Trãi,Nước Ép Chanh Dây - Sữa,,28000,4,0,0,Quận 1,Hồ Chí Minh,4.9,92,Sinh tố/Nước ép/Sữa,189,10.763520240783691,106.68594360351562,30000,d76ff747-f4ea-45a0-aca8-64f4dd97dfdd
28349,Ka Coffee - Pasteur,Matcha Latte,Matcha đậm vị kết hợp với sữa tươi béo ngậy,60000,18,1,0,Quận 3,Hồ Chí Minh,4.9,71,Cà Phê/Trà,189,10.785599708557127,106.69175720214844,65000,b2e886d2-7b71-4727-b182-895196ea186e
84,Sinh Tố Nước Ép Minh Long - Nguyễn Trãi,Sinh Tố Sầu Riêng,,35000,12,0,0,Quận 1,Hồ Chí Minh,4.9,92,Sinh tố/Nước ép/Sữa,189,10.763520240783691,106.68594360351562,30000,3bbda501-5766-4225-8c4d-466bd0053185
23101,Sinh Tố & Nước Ép Hoa Nguyên - Vĩnh Hội,Sâm dứa sữa,,20000,1,0,0,Quận 4,Thành Phố Hồ Chí Minh,4.4,9,Sinh tố/Nước ép/Sữa,189,10.756190299987791,106.70455932617188,30000,266a98f4-f568-4a3a-8037-db661ab1870a
30131,Trung Nguyên - E-Coffee - Võ Văn Tần,Americano Nóng,Hot Americano,35000,0,0,0,Quận 3,Hồ Chí Minh,4.8,40,Cà Phê/Trà,189,10.777999877929688,106.69181823730467,30000,9876eff6-a36d-4012-b768-1d6b7799b0dd
6621,Sinh Tố Tao Đàn - Võ Văn Tần,Sinh Tố Sapoche Cacao,350ML,45000,76,1,0,quận 3,Hồ Chí Minh,4.9,773,Sinh tố/Nước ép/Sữa,189,10.772480010986328,106.686767578125,45000,4fdbf788-d637-4ef2-8abc-bf68a7bb2a51
8710,Rau Má Mix - 192H Cách Mạng Tháng Tám,Bánh Tráng Mix Thập Cẩm,"Sợi khô bò dai cay thấm vị, kết hợp cùng khô gà mềm, hòa quyện với bánh tráng dẻo dai, thơm ngon khó cưỡng.",20000,6,0,0,Quận 3,Thành phố Hồ Chí Minh,5.0,804,Sinh tố/Nước ép/Sữa,189,10.779430389404297,106.67877960205078,31000,334c267b-7c44-4083-814c-10cfd6843fbd
8710,Rau Má Mix - 192H Cách Mạng Tháng Tám,Trà Lài Trái Cây Tươi,"Cung cấp các loại Vitamin cho làn da hồng hào, cơ thể tràn đầy năng lượng.",32000,25,0,0,Quận 3,Thành phố Hồ Chí Minh,5.0,804,Sinh tố/Nước ép/Sữa,189,10.779430389404297,106.67877960205078,31000,aa28f905-95a5-4a79-88fd-f98b09b3fca4
8710,Rau Má Mix - 192H Cách Mạng Tháng Tám,Trà Lài Vải Lục Ngạn,"Chứa nhiều Vitamin C, polyphenol giúp chống oxy hóa, tăng cường đề kháng.",32000,25,0,0,Quận 3,Thành phố Hồ Chí Minh,5.0,804,Sinh tố/Nước ép/Sữa,189,10.779430389404297,106.67877960205078,31000,d493f8dc-e604-44f3-b04c-00f407467b6c
6608,Sinh Tố Tao Đàn - Nguyễn Hữu Cảnh,Sinh Tố Mãng Cầu Chanh Dây,Peach Passion Tea,45000,40,2,0,Quận Bình Thạnh,Hồ Chí Minh,4.8,224,Sinh tố/Nước ép/Sữa,189,10.788869857788086,106.70982360839844,45000,ce991371-fed7-431a-be7f-9c953c23096c
27064,Ghé Xíu Đã - Juice & Smoothie,Dưa hấu nguyên chất chai 330ml,(watermelon) juice ko đường ko đá,45000,0,0,0,Quận 1,Hồ Chí Minh,0.0,0,Sinh tố/Nước ép/Sữa,189,10.764430046081545,106.68795776367188,35000,89d8ea5c-52d7-4777-8988-026226ea30e8
542,Nước Ép Số 2 - Nguyễn Thượng Hiền,Trái cây thập cẩm gọt sẵn,"600gr gồm ổi, cóc, sơ ri, thơm",45000,1,0,0,Quận 3,Thành Phố Hồ Chí Minh,5.0,5,Sinh tố/Nước ép/Sữa,189,10.770560264587402,106.68636322021484,35000,98a8fe27-519c-44aa-afd5-c9a11e5ce6e8
